stn,wban,c,year
407540,99999,13,1989
406650,99999,13,1989
358490,99999,13,1989
672210,99999,13,1986
377590,99999,13,1986
306830,99999,13,1986
725837,99999,13,1986
338810,99999,13,1987
852420,99999,13,1987
680260,99999,13,1987
153355,99999,13,1987
722413,99999,13,1987
338690,99999,13,1996
381980,99999,13,1996
407260,99999,13,1996
606300,99999,13,1996
429770,99999,13,1998
722869,99999,13,1998
610450,99999,13,1998
605900,99999,13,1999
151520,99999,13,1999
369270,99999,13,1990
694564,99999,13,1981
217110,99999,13,1981
915270,99999,13,1981
614030,99999,13,1981
338330,99999,13,1995
387560,99999,13,1995
682260,99999,13,1995
975800,99999,13,1995
032420,99999,13,1995
727686,99999,13,1995
308560,99999,13,1985
877580,99999,13,1985
375310,99999,13,1985
722666,99999,13,1985
375660,99999,13,1985
800910,99999,13,1991
284320,99999,13,1991
682630,99999,13,1991
725776,99999,13,1991
353440,99999,13,1991
946850,99999,13,1991
555690,99999,13,1991
339150,99999,13,1997
226480,99999,13,1997
623050,99999,13,1997
644050,99999,13,1997
385510,99999,13,1997
156350,99999,13,1993
407130,99999,13,1993
723675,99999,13,1992
610490,99999,13,1992
995150,99999,13,1992
516420,99999,13,1984
424750,99999,13,1984
422600,99999,13,1994
480100,99999,13,1994
313380,99999,13,1994
763504,99999,13,1994
407570,99999,13,1994
077530,99999,13,1988
873110,99999,13,1988
605060,99999,13,1988
726525,99999,13,1988
388180,99999,13,1988
333560,99999,13,1982
151540,99999,13,1982
365460,99999,13,1982
374160,99999,13,1982
890660,99999,13,1982
610360,99999,13,1982
725336,99999,13,1982
827980,99999,13,1983
765480,99999,13,1983
217110,99999,13,1983
802140,99999,13,1990
287300,99999,13,1990
852930,99999,13,1990
564590,99999,13,1990
710930,99999,13,1990
722890,93136,13,1989
722293,99999,13,1989
762580,99999,13,1989
383010,99999,13,1989
377490,99999,13,1989
349240,99999,13,1986
562020,99999,13,1986
724756,23159,13,1986
384710,99999,13,1986
106170,99999,13,1986
874160,99999,13,1986
378080,99999,13,1987
710823,99999,13,1987
725039,99999,13,1987
702674,99999,13,1987
435770,99999,13,1996
943880,99999,13,1996
946160,99999,13,1996
401910,99999,13,1996
747187,03104,13,1996
519310,99999,13,1998
678770,99999,13,1998
355320,99999,13,1998
408180,99999,13,1998
702913,99999,13,1999
489520,99999,13,1981
351070,99999,13,1981
764235,99999,13,1995
356050,99999,13,1995
407570,99999,13,1995
959780,99999,13,1995
425910,99999,13,1985
576820,99999,13,1991
590650,99999,13,1991
693104,99999,13,1991
722447,03901,13,1991
719246,99999,13,1997
762530,99999,13,1997
332280,99999,13,1997
338960,99999,13,1997
085400,99999,13,1997
315870,99999,13,1997
480450,99999,13,1997
064700,99999,13,1997
345810,99999,13,1993
306360,99999,13,1993
408350,99999,13,1992
722308,99999,13,1992
953080,99999,13,1992
827640,99999,13,1984
856720,99999,13,1984
762430,99999,13,1984
161140,99999,13,1984
605600,99999,13,1984
612770,99999,13,1984
632600,99999,13,1984
443360,99999,13,1984
672730,99999,13,1994
680240,99999,13,1994
153220,99999,13,1994
112130,99999,13,1994
787013,99999,13,1994
408540,99999,13,1994
722810,23199,13,1988
400390,99999,13,1988
164500,99999,13,1988
163370,99999,13,1988
722788,99999,13,1988
514370,99999,13,1982
516330,99999,13,1982
417800,99999,13,1982
377690,99999,13,1982
614150,99999,13,1982
355140,99999,13,1983
400720,99999,13,1983
319960,99999,13,1983
351910,99999,13,1983
610360,99999,13,1983
150030,99999,13,1990
338850,99999,13,1990
400830,99999,13,1990
971920,99999,13,1989
407690,99999,13,1989
725198,99999,13,1989
080940,99999,13,1986
417150,99999,13,1986
987460,99999,13,1986
623370,99999,13,1986
403750,99999,13,1986
417440,99999,13,1987
670170,99999,13,1987
375350,99999,13,1987
968010,99999,13,1996
219310,99999,13,1996
204760,99999,13,1996
388180,99999,13,1996
607450,99999,13,1998
719246,99999,13,1998
633310,99999,13,1998
694524,99999,13,1983
315130,99999,13,1999
616120,99999,13,1999
307150,99999,13,1999
852640,99999,13,1999
725528,99999,13,1981
370170,99999,13,1981
832360,99999,13,1981
042100,99999,13,1981
675310,99999,13,1995
612260,99999,13,1995
788590,99999,13,1985
155500,99999,13,1985
217150,99999,13,1985
251510,99999,13,1985
200340,99999,13,1985
985310,99999,13,1985
860110,99999,13,1985
690110,99999,13,1985
307810,99999,13,1985
624170,99999,13,1991
722890,93136,13,1991
579470,99999,13,1991
381410,99999,13,1991
310620,99999,13,1991
203570,99999,13,1991
250550,99999,13,1991
724027,99999,13,1991
343040,99999,13,1997
085440,99999,13,1997
943270,99999,13,1997
690170,99999,13,1997
333910,99999,13,1997
043410,99999,13,1993
301270,99999,13,1993
787625,99999,13,1993
945785,99999,13,1993
844440,99999,13,1993
702717,99999,13,1992
380490,99999,13,1992
112410,99999,13,1992
309680,99999,13,1992
372480,99999,13,1992
360010,99999,13,1992
710510,99999,13,1992
021540,99999,13,1984
427040,99999,13,1984
349150,99999,13,1984
354590,99999,13,1984
725805,24172,13,1984
722059,99999,13,1994
654750,99999,13,1994
308370,99999,13,1994
404300,99999,13,1994
281720,99999,13,1994
336990,99999,13,1982
725875,99999,13,1982
653510,99999,13,1982
804780,99999,13,1982
700450,27512,13,1983
070280,99999,13,1983
725940,99999,13,1983
698054,99999,13,1983
250420,99999,13,1990
766750,99999,13,1990
655020,99999,13,1990
724398,99999,13,1990
417440,99999,13,1989
549520,99999,13,1989
764580,99999,13,1989
618490,99999,13,1989
634530,99999,13,1986
616120,99999,13,1986
346350,99999,13,1986
723657,99999,13,1986
691484,99999,13,1986
643840,99999,13,1987
379580,99999,13,1987
347230,99999,13,1987
343730,99999,13,1987
404300,99999,13,1987
747188,23158,13,1987
787600,99999,13,1999
135770,99999,13,1981
370660,99999,13,1981
368910,99999,13,1981
335810,99999,13,1981
654420,99999,13,1995
561510,99999,13,1995
386370,99999,13,1995
784390,99999,13,1995
847820,99999,13,1995
745090,23244,13,1995
152780,99999,13,1985
851140,99999,13,1985
725288,99999,13,1985
388160,99999,13,1985
581380,99999,13,1991
386370,99999,13,1991
404450,99999,13,1991
332870,99999,13,1997
673150,99999,13,1997
428860,99999,13,1997
561250,99999,13,1997
722710,93045,13,1993
444380,99999,13,1993
702717,99999,13,1993
382220,99999,13,1993
354590,99999,13,1992
565480,99999,13,1992
956180,99999,13,1992
359410,99999,13,1992
442180,99999,13,1992
012270,99999,13,1984
766714,99999,13,1984
307680,99999,13,1994
236350,99999,13,1994
308660,99999,13,1994
727444,99999,13,1994
943150,99999,13,1994
409480,99999,13,1988
220090,99999,13,1988
944820,99999,13,1988
724925,23240,13,1988
305490,99999,13,1982
616660,99999,13,1982
417650,99999,13,1983
742010,24228,13,1983
616980,99999,13,1983
384440,99999,13,1983
416200,99999,13,1990
411280,99999,13,1989
111400,99999,13,1989
610850,99999,13,1989
890620,99999,13,1989
444160,99999,13,1989
676410,99999,13,1986
607750,99999,13,1986
376750,99999,13,1986
612330,99999,13,1986
858860,99999,13,1986
202890,99999,13,1986
717174,99999,13,1986
250440,99999,13,1987
858200,99999,13,1987
872440,99999,13,1987
111540,99999,13,1996
334870,99999,13,1996
726189,99999,13,1996
702745,99999,13,1996
225550,99999,13,1996
675860,99999,13,1996
154130,99999,13,1998
701730,99999,13,1998
402600,99999,13,1983
524460,99999,13,1999
620080,99999,13,1999
349750,99999,13,1981
975020,99999,13,1981
761600,99999,13,1995
875340,99999,13,1995
388860,99999,13,1995
726386,99999,13,1995
155140,99999,13,1985
670450,99999,13,1985
285480,99999,13,1985
670020,99999,13,1985
376610,99999,13,1985
541420,99999,13,1991
675630,99999,13,1991
534780,99999,13,1991
442650,99999,13,1991
722924,99999,13,1991
691434,99999,13,1991
719094,99999,13,1991
377690,99999,13,1991
944920,99999,13,1991
389330,99999,13,1997
076415,99999,13,1997
404000,99999,13,1997
696834,99999,13,1997
724503,99999,13,1997
911620,22501,13,1993
383390,99999,13,1993
480350,99999,13,1992
020320,99999,13,1992
150550,99999,13,1992
726196,14610,13,1992
512320,99999,13,1992
829840,99999,13,1984
858250,99999,13,1984
726685,99999,13,1994
353680,99999,13,1994
612700,99999,13,1994
788460,99999,13,1994
389570,99999,13,1994
764580,99999,13,1988
912170,99999,13,1988
710964,99999,13,1988
564750,99999,13,1982
418590,99999,13,1982
864500,99999,13,1982
974300,99999,13,1982
154940,99999,13,1982
624410,99999,13,1982
152870,99999,13,1983
852420,99999,13,1983
914870,99999,13,1990
967970,99999,13,1990
061690,99999,13,1990
067270,99999,13,1990
725775,04111,13,1990
358950,99999,13,1989
388510,99999,13,1989
710530,99999,13,1989
764230,99999,13,1989
386370,99999,13,1989
719164,99999,13,1989
649310,99999,13,1986
384660,99999,13,1986
386270,99999,13,1986
384230,99999,13,1986
320960,99999,13,1986
369480,99999,13,1986
308740,99999,13,1987
358950,99999,13,1987
620620,99999,13,1987
407340,99999,13,1996
727438,99999,13,1996
574050,99999,13,1998
408210,99999,13,1998
061690,99999,13,1981
722336,99999,13,1981
722685,99999,13,1981
601200,99999,13,1981
336790,99999,13,1995
633300,99999,13,1995
654180,99999,13,1995
725125,04787,13,1995
012400,99999,13,1985
251500,99999,13,1985
284560,99999,13,1985
386370,99999,13,1985
725336,99999,13,1985
948270,99999,13,1985
671170,99999,13,1991
977240,99999,13,1991
538530,99999,13,1991
442030,99999,13,1991
111540,99999,13,1991
366390,99999,13,1991
103960,99999,13,1991
507580,99999,13,1991
345810,99999,13,1997
036600,99999,13,1997
311630,99999,13,1993
680320,99999,13,1993
845420,99999,13,1993
156050,99999,13,1993
377350,99999,13,1993
942000,99999,13,1993
653510,99999,13,1992
828610,99999,13,1992
150910,99999,13,1992
316360,99999,13,1992
942550,99999,13,1992
914870,99999,13,1984
637090,99999,13,1984
767730,99999,13,1984
858310,99999,13,1984
605550,99999,13,1994
944850,99999,13,1994
369480,99999,13,1994
415600,99999,13,1988
766400,99999,13,1988
710530,99999,13,1982
379230,99999,13,1982
444160,99999,13,1982
353450,99999,13,1982
353680,99999,13,1982
944880,99999,13,1982
409380,99999,13,1983
829840,99999,13,1983
725089,99999,13,1983
132140,99999,13,1990
388290,99999,13,1990
675810,99999,13,1990
403570,99999,13,1990
725837,99999,13,1989
236780,99999,13,1989
826400,99999,13,1989
378970,99999,13,1989
610960,99999,13,1986
845640,99999,13,1987
400090,99999,13,1987
319740,99999,13,1987
824110,99999,13,1987
371750,99999,13,1987
250770,99999,13,1987
172005,99999,13,1996
308740,99999,13,1996
875340,99999,13,1996
612700,99999,13,1996
702695,99999,13,1996
766400,99999,13,1996
605810,99999,13,1996
916360,99999,13,1998
804720,99999,13,1998
382620,99999,13,1998
693214,99999,13,1998
592980,99999,13,1999
784820,99999,13,1999
653570,99999,13,1999
946820,99999,13,1999
333680,99999,13,1981
976980,99999,13,1981
722437,99999,13,1981
835540,99999,13,1981
411400,99999,13,1995
636020,99999,13,1995
480450,99999,13,1995
673230,99999,13,1995
851510,99999,13,1985
152850,99999,13,1985
726671,99999,13,1985
645600,99999,13,1985
726676,99999,13,1985
547360,99999,13,1991
960910,99999,13,1991
380010,99999,13,1991
586670,99999,13,1991
647540,99999,13,1991
373160,99999,13,1991
038560,99999,13,1991
125680,99999,13,1991
702315,99999,13,1991
377440,99999,13,1991
614990,99999,13,1997
307770,99999,13,1997
411360,99999,13,1993
654320,99999,13,1993
670450,99999,13,1993
685380,99999,13,1993
382670,99999,13,1993
416200,99999,13,1992
444160,99999,13,1992
702120,26633,13,1992
718454,99999,13,1992
317900,99999,13,1992
944390,99999,13,1992
381110,99999,13,1984
722955,03122,13,1984
726989,99999,13,1984
306490,99999,13,1984
761510,99999,13,1984
762200,99999,13,1984
825910,99999,13,1984
878800,99999,13,1994
518280,99999,13,1994
943370,99999,13,1994
202770,99999,13,1988
411400,99999,13,1988
766961,99999,13,1988
540410,99999,13,1982
876790,99999,13,1982
301390,99999,13,1982
388560,99999,13,1982
763825,99999,13,1982
853450,99999,13,1983
306670,99999,13,1990
407660,99999,13,1990
725165,99999,13,1990
746941,13786,13,1990
986020,99999,13,1989
349640,99999,13,1986
382220,99999,13,1986
710435,99999,13,1986
064950,99999,13,1987
379230,99999,13,1987
654570,99999,13,1996
722695,99999,13,1996
154480,99999,13,1998
600350,99999,13,1998
956760,99999,13,1999
543350,99999,13,1999
153580,99999,13,1999
150890,99999,13,1999
517010,99999,12,1981
976000,99999,12,1981
084520,99999,12,1981
843700,99999,12,1981
384270,99999,12,1995
684540,99999,12,1995
285610,99999,12,1985
639710,99999,12,1985
783110,99999,12,1985
248020,99999,12,1985
384710,99999,12,1985
105640,99999,12,1991
702717,99999,12,1991
711240,99999,12,1991
546240,99999,12,1991
623000,99999,12,1991
131560,99999,12,1991
421650,99999,12,1991
536640,99999,12,1991
384230,99999,12,1991
471410,43219,12,1991
284560,99999,12,1991
284130,99999,12,1991
996440,99999,12,1997
702674,99999,12,1997
384030,99999,12,1997
480710,99999,12,1993
804120,99999,12,1993
722685,99999,12,1993
725323,99999,12,1993
387590,99999,12,1993
524240,99999,12,1993
354040,99999,12,1992
618110,99999,12,1992
162320,99999,12,1992
131160,99999,12,1992
719246,99999,12,1992
946160,99999,12,1992
785470,11624,12,1984
367780,99999,12,1984
400450,99999,12,1984
719574,99999,12,1984
722336,99999,12,1984
723923,99999,12,1994
336780,99999,12,1994
385510,99999,12,1994
634740,99999,12,1988
606070,99999,12,1988
513650,99999,12,1982
132660,99999,12,1982
674130,99999,12,1982
836480,99999,12,1982
153010,99999,12,1982
967550,99999,12,1982
012380,99999,12,1982
039140,99999,12,1983
723874,99999,12,1983
388290,99999,12,1983
605710,99999,12,1983
203880,99999,12,1990
723655,99999,12,1990
612300,99999,12,1990
527650,99999,12,1990
858320,99999,12,1989
638870,99999,12,1989
406860,99999,12,1989
217120,99999,12,1989
703894,99999,12,1989
389740,99999,12,1989
416200,99999,12,1986
612260,99999,12,1986
427370,99999,12,1986
154830,99999,12,1986
785201,99999,12,1986
722406,99999,12,1986
674770,99999,12,1987
860330,99999,12,1987
075864,99999,12,1987
930030,99999,12,1987
385110,99999,12,1987
358840,99999,12,1996
232420,99999,12,1996
723924,99999,12,1996
711120,99999,12,1996
722545,13904,12,1996
844520,99999,12,1996
415940,99999,12,1998
412560,99999,12,1999
637720,99999,12,1999
444620,99999,12,1999
444240,99999,12,1999
633320,99999,12,1981
352840,99999,12,1981
388440,99999,12,1981
672410,99999,12,1981
309720,99999,12,1981
336780,99999,12,1995
379360,99999,12,1985
783690,99999,12,1985
829170,99999,12,1985
291980,99999,12,1985
606110,99999,12,1985
726376,99999,12,1985
726458,99999,12,1985
071230,99999,12,1985
358470,99999,12,1985
962950,99999,12,1991
939440,99999,12,1991
803080,99999,12,1991
682413,99999,12,1991
283510,99999,12,1991
355820,99999,12,1991
092670,99999,12,1991
635330,99999,12,1997
518550,99999,12,1997
639620,99999,12,1997
407850,99999,12,1997
389330,99999,12,1993
385110,99999,12,1993
722925,93117,12,1993
943060,99999,12,1993
294010,99999,12,1992
804480,99999,12,1992
384270,99999,12,1992
723923,99999,12,1984
803080,99999,12,1984
250420,99999,12,1984
616270,99999,12,1984
402960,99999,12,1984
843900,99999,12,1984
670190,99999,12,1994
683120,99999,12,1994
355490,99999,12,1994
725717,99999,12,1994
639320,99999,12,1994
444160,99999,12,1988
419360,99999,12,1988
946890,99999,12,1988
011990,99999,12,1982
387670,99999,12,1982
332460,99999,12,1982
364870,99999,12,1982
343980,99999,12,1982
403400,99999,12,1982
762430,99999,12,1983
314360,99999,12,1983
788564,99999,12,1983
649000,99999,12,1983
612330,99999,12,1983
671070,99999,12,1990
727031,99999,12,1990
786370,99999,12,1990
638700,99999,12,1990
123810,99999,12,1990
912113,99999,12,1990
424520,99999,12,1990
701730,99999,12,1990
368030,99999,12,1990
528950,99999,12,1990
675310,99999,12,1989
614610,99999,12,1989
370140,99999,12,1986
555980,99999,12,1986
200340,99999,12,1986
535190,99999,12,1986
600600,99999,12,1986
388910,99999,12,1986
638450,99999,12,1987
787340,99999,12,1987
727925,99999,12,1987
389570,99999,12,1987
727833,99999,12,1987
942550,99999,12,1987
351910,99999,12,1996
202920,99999,12,1996
339290,99999,12,1996
538100,99999,12,1996
528760,99999,12,1996
766320,99999,12,1996
442650,99999,12,1998
403100,99999,12,1998
637560,99999,12,1998
836890,99999,12,1998
481070,99999,12,1981
388420,99999,12,1981
250440,99999,12,1981
764990,99999,12,1981
337480,99999,12,1995
572320,99999,12,1995
076800,99999,12,1995
804143,99999,12,1995
639320,99999,12,1995
727431,99999,12,1985
852890,99999,12,1985
548680,99999,12,1985
216130,99999,12,1985
411960,99999,12,1985
105750,99999,12,1991
592280,99999,12,1991
670730,99999,12,1991
354590,99999,12,1991
356050,99999,12,1991
376930,99999,12,1991
768400,99999,12,1991
696444,99999,12,1991
308740,99999,12,1997
654620,99999,12,1997
973900,99999,12,1997
767370,99999,12,1997
385290,99999,12,1997
764056,99999,12,1997
763110,99999,12,1997
402600,99999,12,1993
727686,99999,12,1993
623660,99999,12,1993
602520,99999,12,1992
442980,99999,12,1992
877740,99999,12,1992
408450,99999,12,1992
442130,99999,12,1992
382670,99999,12,1984
842390,99999,12,1984
382640,99999,12,1984
442650,99999,12,1984
411940,99999,12,1984
516330,99999,12,1994
684540,99999,12,1994
639950,99999,12,1988
725835,24119,12,1988
383830,99999,12,1988
836890,99999,12,1988
106270,99999,12,1988
726085,99999,12,1988
852420,99999,12,1982
156000,99999,12,1982
345100,99999,12,1982
360900,99999,12,1982
151820,99999,12,1982
828610,99999,12,1983
423280,99999,12,1983
832890,99999,12,1983
718170,99999,12,1983
306550,99999,12,1983
724766,99999,12,1983
614420,99999,12,1983
282440,99999,12,1990
723805,23179,12,1990
719246,99999,12,1990
722587,99999,12,1989
764055,99999,12,1989
722789,99999,12,1989
644030,99999,12,1989
672610,99999,12,1989
387990,99999,12,1989
200490,99999,12,1989
443470,99999,12,1989
121610,99999,12,1986
847350,99999,12,1987
412160,99999,12,1987
335570,99999,12,1996
309380,99999,12,1998
347040,99999,12,1998
200690,99999,12,1998
941450,99999,12,1998
605710,99999,12,1998
722890,93136,12,1998
351570,99999,12,1983
726700,99999,12,1993
605810,99999,12,1999
623320,99999,12,1999
154240,99999,12,1999
861920,99999,12,1981
471670,99999,12,1981
405780,99999,12,1981
480990,99999,12,1981
400090,99999,12,1981
379050,99999,12,1981
371160,99999,12,1981
858890,99999,12,1981
614890,99999,12,1981
627520,99999,12,1981
726454,99999,12,1995
307680,99999,12,1995
343730,99999,12,1995
724627,99999,12,1995
946420,99999,12,1995
917200,99999,12,1985
060540,99999,12,1985
694504,99999,12,1985
654530,99999,12,1991
763110,99999,12,1991
696694,99999,12,1991
696424,99999,12,1991
285660,99999,12,1991
944940,99999,12,1991
810010,99999,12,1997
614150,99999,12,1997
354040,99999,12,1997
637890,99999,12,1997
683304,99999,12,1997
710823,99999,12,1997
155020,99999,12,1993
407410,99999,12,1993
712635,99999,12,1993
510680,99999,12,1993
521010,99999,12,1993
568560,99999,12,1992
414660,99999,12,1992
723924,99999,12,1992
161720,99999,12,1992
702350,99999,12,1992
214320,99999,12,1984
400090,99999,12,1984
379890,99999,12,1984
674610,99999,12,1994
676670,99999,12,1994
853640,99999,12,1988
250440,99999,12,1988
308740,99999,12,1988
425590,99999,12,1988
358470,99999,12,1988
692094,99999,12,1988
743946,99999,12,1988
538100,99999,12,1982
576080,99999,12,1982
152040,99999,12,1982
376210,99999,12,1982
804210,99999,12,1982
724686,99999,12,1982
133540,99999,12,1982
846910,99999,12,1982
314970,99999,12,1983
216130,99999,12,1983
409900,99999,12,1983
860650,99999,12,1983
610490,99999,12,1990
301270,99999,12,1990
710710,99999,12,1990
403100,99999,12,1990
697054,99999,12,1990
723927,93110,12,1990
949840,99999,12,1990
943050,99999,12,1990
857820,99999,12,1989
762555,99999,12,1989
761613,99999,12,1989
841010,99999,12,1989
377290,99999,12,1989
612330,99999,12,1989
238150,99999,12,1989
607600,99999,12,1989
700638,99999,12,1986
379250,99999,12,1986
616990,99999,12,1986
724736,99999,12,1986
722136,99999,12,1986
941320,99999,12,1986
554930,99999,12,1987
371960,99999,12,1987
250550,99999,12,1987
423390,99999,12,1987
034940,99999,12,1987
604570,99999,12,1996
407000,99999,12,1996
768400,99999,12,1996
722398,99999,12,1996
388860,99999,12,1998
593170,99999,12,1999
612260,99999,12,1999
402600,99999,12,1999
555690,99999,12,1999
648920,99999,12,1981
565480,99999,12,1981
601360,99999,12,1981
612650,99999,12,1981
637560,99999,12,1995
060090,99999,12,1995
111940,99999,12,1995
787070,99999,12,1985
683510,99999,12,1985
375450,99999,12,1985
725775,04111,12,1985
683000,99999,12,1991
585620,99999,12,1991
616120,99999,12,1991
308740,99999,12,1991
252820,99999,12,1991
672210,99999,12,1985
345240,99999,12,1997
311520,99999,12,1997
671520,99999,12,1997
607700,99999,12,1997
844010,99999,12,1997
153220,99999,12,1993
619720,99999,12,1992
637290,99999,12,1992
612230,99999,12,1992
384440,99999,12,1992
220120,99999,12,1984
409130,99999,12,1984
653570,99999,12,1984
944800,99999,12,1984
648820,99999,12,1984
710944,99999,12,1984
718100,99999,12,1984
411840,99999,12,1984
209670,99999,12,1994
356630,99999,12,1994
618560,99999,12,1994
693384,99999,12,1994
444380,99999,12,1994
847350,99999,12,1988
877580,99999,12,1988
722640,93035,12,1988
574050,99999,12,1982
828240,99999,12,1982
810010,99999,12,1982
318690,99999,12,1982
151430,99999,12,1982
317100,99999,12,1983
406020,99999,12,1990
369830,99999,12,1990
677410,99999,12,1990
844740,99999,12,1990
943860,99999,12,1990
337540,99999,12,1989
618320,99999,12,1989
645560,99999,12,1989
726080,14608,12,1986
854860,99999,12,1986
386410,99999,12,1986
121110,99999,12,1986
250620,99999,12,1986
985360,99999,12,1987
702350,99999,12,1987
722784,99999,12,1987
353020,99999,12,1996
943110,99999,12,1996
727410,99999,12,1996
701170,99999,12,1996
605550,99999,12,1998
330580,99999,12,1998
338770,99999,12,1998
416750,99999,12,1998
389330,99999,12,1999
628100,99999,12,1999
725128,99999,12,1981
333390,99999,12,1981
388710,99999,12,1995
827950,99999,12,1985
540410,99999,12,1991
576710,99999,12,1991
283590,99999,12,1991
379250,99999,12,1991
351570,99999,12,1991
385530,99999,12,1991
726189,99999,12,1991
250510,99999,12,1991
724363,13803,12,1991
387250,99999,12,1991
360900,99999,12,1993
385270,99999,12,1993
612260,99999,12,1993
911905,99999,12,1993
408210,99999,12,1993
971920,99999,12,1992
766560,99999,12,1992
343980,99999,12,1992
672230,99999,12,1992
727476,94961,12,1984
915980,99999,12,1984
764050,99999,12,1984
860650,99999,12,1984
374700,99999,12,1984
064800,99999,12,1984
612850,99999,12,1994
671310,99999,12,1994
767620,99999,12,1982
409680,99999,12,1982
154790,99999,12,1982
864300,99999,12,1982
152380,99999,12,1982
154690,99999,12,1982
154220,99999,12,1982
837480,99999,12,1983
353860,99999,12,1983
616270,99999,12,1983
677510,99999,12,1990
231120,99999,12,1989
944480,99999,12,1989
250440,99999,12,1986
725064,99999,12,1986
944770,99999,12,1986
387450,99999,12,1987
536150,99999,12,1996
645500,99999,12,1996
675610,99999,12,1996
691664,99999,12,1996
386560,99999,12,1996
031320,99999,12,1996
786250,99999,12,1981
719575,99999,12,1981
610960,99999,12,1981
260780,99999,12,1995
725814,99999,12,1985
421890,99999,12,1985
364670,99999,12,1985
284570,99999,12,1985
965810,99999,12,1991
574580,99999,12,1991
645040,99999,12,1991
442840,99999,12,1991
377040,99999,12,1991
724625,99999,12,1991
063850,99999,12,1991
692364,99999,12,1991
286240,99999,12,1991
612720,99999,12,1997
691740,99999,12,1997
610960,99999,12,1997
875340,99999,12,1997
208620,99999,12,1993
961470,99999,12,1992
718590,99999,12,1992
981320,99999,12,1992
913240,99999,12,1992
403760,99999,12,1992
154930,99999,12,1984
788590,99999,12,1984
852930,99999,12,1984
621310,99999,12,1984
416750,99999,12,1984
760550,99999,12,1984
949400,99999,12,1984
714503,99999,12,1984
973100,99999,12,1994
307290,99999,12,1994
153440,99999,12,1994
648510,99999,12,1988
231120,99999,12,1982
710930,99999,12,1982
152150,99999,12,1982
384440,99999,12,1982
370360,99999,12,1982
319610,99999,12,1983
318840,99999,12,1983
605220,99999,12,1983
947030,99999,12,1983
852830,99999,12,1983
403750,99999,12,1983
406890,99999,12,1990
380010,99999,12,1990
960110,99999,12,1990
404050,99999,12,1990
723747,99999,12,1989
638320,99999,12,1989
602650,99999,12,1986
700630,27403,12,1986
804760,99999,12,1986
383830,99999,12,1986
854860,99999,12,1987
128150,99999,12,1996
645560,99999,12,1996
606110,99999,12,1996
401980,99999,12,1996
415150,99999,12,1998
681040,99999,12,1999
637370,99999,12,1999
782684,99999,12,1999
801390,99999,12,1981
683120,99999,12,1981
719465,99999,12,1981
418520,99999,12,1981
346870,99999,12,1981
347350,99999,12,1981
347720,99999,12,1981
723924,99999,12,1981
347430,99999,12,1995
800840,99999,12,1995
674130,99999,12,1995
638450,99999,12,1995
610430,99999,12,1995
620590,99999,12,1995
942000,99999,12,1995
840270,99999,12,1985
621760,99999,12,1985
280280,99999,12,1985
374730,99999,12,1985
285660,99999,12,1985
095910,99999,12,1991
973720,99999,12,1991
379570,99999,12,1991
503490,99999,12,1991
281380,99999,12,1991
379590,99999,12,1991
693354,99999,12,1991
946840,99999,12,1991
285330,99999,12,1991
339760,99999,12,1997
347080,99999,12,1997
374170,99999,12,1997
338770,99999,12,1997
873110,99999,12,1997
404390,99999,12,1993
726776,24036,12,1993
404375,99999,12,1993
946160,99999,12,1993
347850,99999,12,1992
412680,99999,12,1992
986480,99999,12,1992
563860,99999,12,1992
959820,99999,12,1992
404390,99999,12,1992
162140,99999,12,1992
942680,99999,12,1992
431570,99999,12,1984
605400,99999,12,1984
912170,99999,12,1984
638160,99999,12,1984
726954,99999,12,1994
085670,99999,12,1994
832880,99999,12,1994
607700,99999,12,1994
710720,99999,12,1994
874160,99999,12,1994
764056,99999,12,1994
614970,99999,12,1994
627520,99999,12,1994
646010,99999,12,1988
250420,99999,12,1988
854060,99999,12,1988
162580,99999,12,1988
380230,99999,12,1988
304370,99999,12,1982
365010,99999,12,1982
151890,99999,12,1982
639710,99999,12,1982
639950,99999,12,1982
417100,99999,12,1982
151680,99999,12,1982
719155,99999,12,1982
836890,99999,12,1983
315480,99999,12,1983
320710,99999,12,1983
516420,99999,12,1983
355320,99999,12,1983
694594,99999,12,1983
385290,99999,12,1990
724768,99999,12,1990
638620,99999,12,1989
077650,99999,12,1989
408480,99999,12,1989
703830,25310,12,1989
443580,99999,12,1989
671520,99999,12,1986
349580,99999,12,1986
844440,99999,12,1986
852830,99999,12,1986
727348,99999,12,1986
374700,99999,12,1986
722890,93136,12,1986
365010,99999,12,1986
877740,99999,12,1987
616990,99999,12,1987
201860,99999,12,1987
380690,99999,12,1987
649310,99999,12,1987
410300,99999,12,1987
944480,99999,12,1987
612850,99999,12,1996
388290,99999,12,1996
623570,99999,12,1998
673150,99999,12,1998
153660,99999,12,1998
672170,99999,12,1998
765930,99999,12,1998
768550,99999,12,1998
030620,99999,12,1999
607720,99999,12,1999
684540,99999,12,1999
800350,99999,12,1981
710630,99999,12,1981
307510,99999,12,1981
614990,99999,12,1981
837030,99999,12,1981
725188,99999,12,1981
873220,99999,12,1981
725215,99999,12,1995
356830,99999,12,1995
957150,99999,12,1995
376020,99999,12,1985
281380,99999,12,1985
239120,99999,12,1985
725634,99999,12,1991
283460,99999,12,1991
410240,99999,12,1991
239120,99999,12,1991
944850,99999,12,1991
351630,99999,12,1991
335480,99999,12,1997
380230,99999,12,1997
345100,99999,12,1997
687520,99999,12,1997
637420,99999,12,1993
