stn,wban,c,year
725180,14735,146,1986
227210,99999,146,1986
025710,99999,146,1986
593620,99999,146,1987
726410,14837,146,1987
722400,03937,146,1987
014520,99999,146,1996
596730,99999,146,1998
074600,99999,146,1998
724050,13743,146,1998
582380,99999,146,1999
725250,14852,146,1999
080150,99999,146,1999
154200,99999,146,1999
477890,99999,146,1999
372280,99999,146,1981
108750,99999,146,1981
080110,99999,146,1995
260380,99999,146,1995
725335,99999,146,1995
106710,99999,146,1985
477390,99999,146,1991
104010,99999,146,1991
726917,24284,146,1991
037490,99999,146,1991
010590,99999,146,1991
476370,99999,146,1993
026410,99999,146,1993
485830,99999,146,1993
584720,99999,146,1992
718160,99999,146,1992
038810,99999,146,1992
026660,99999,146,1984
061443,99999,146,1988
801440,99999,146,1982
270370,99999,146,1982
718020,99999,146,1983
116790,99999,146,1983
787170,99999,146,1983
718540,99999,146,1983
723270,13897,146,1983
718310,99999,146,1990
273290,99999,146,1990
599810,99999,146,1986
724230,93821,146,1986
726625,24006,146,1986
121550,99999,146,1987
011410,99999,146,1987
823320,99999,146,1987
022220,99999,146,1987
725130,14777,146,1996
722223,13899,146,1998
589440,99999,146,1999
142410,99999,146,1999
718800,99999,146,1981
071210,99999,146,1995
114380,99999,146,1995
703886,99999,146,1995
476790,99999,146,1995
476380,99999,146,1985
916590,99999,146,1985
745700,13840,146,1985
598550,99999,146,1991
116790,99999,146,1991
221130,99999,146,1991
128050,99999,146,1991
716278,99999,146,1991
724338,13802,146,1991
723265,03847,146,1993
722146,12816,146,1993
071680,99999,146,1984
025660,99999,146,1994
026660,99999,146,1994
725210,14895,146,1994
725180,14735,146,1994
584720,99999,146,1988
722067,93832,146,1988
722010,12836,146,1988
038560,99999,146,1988
071810,99999,146,1982
718310,99999,146,1982
725260,14860,146,1982
029650,99999,146,1983
722015,12850,146,1990
066100,99999,146,1990
474830,99999,146,1990
725455,14931,146,1990
071200,99999,146,1990
724230,93821,146,1990
060340,99999,146,1989
582080,99999,146,1989
715380,99999,146,1989
475740,99999,146,1987
125200,99999,146,1987
722066,03853,146,1987
725070,14765,146,1987
076300,99999,146,1998
724396,93989,146,1998
787200,99999,146,1981
379850,99999,146,1981
477000,99999,146,1995
029720,99999,146,1995
479110,99999,146,1995
702720,99999,146,1995
475880,99999,146,1985
024600,99999,146,1985
467570,99999,146,1985
948020,99999,146,1985
450110,99999,146,1991
025180,99999,146,1991
326180,99999,146,1991
722260,13895,146,1991
723060,13722,146,1991
727125,14623,146,1991
725126,14736,146,1993
074860,99999,146,1992
746716,93808,146,1992
333930,99999,146,1992
477770,99999,146,1992
131500,99999,146,1984
474200,99999,146,1984
724340,13994,146,1984
912450,41606,146,1994
125800,99999,146,1988
160365,99999,146,1988
937800,99999,146,1982
026640,99999,146,1982
160365,99999,146,1982
074600,99999,146,1983
071570,99999,146,1989
567510,99999,146,1989
718180,99999,146,1989
467460,99999,146,1986
722070,03822,146,1986
370180,99999,146,1996
725245,99999,146,1996
125800,99999,146,1998
920040,99999,146,1999
102460,99999,146,1981
725197,94794,146,1995
722280,13876,146,1995
477000,99999,146,1985
567680,99999,146,1985
121350,99999,146,1985
560960,99999,146,1985
726390,94849,146,1985
072550,99999,146,1991
128820,99999,146,1997
722446,93987,146,1997
918260,99999,146,1993
915550,99999,146,1993
716200,99999,146,1993
014420,99999,146,1993
722310,12916,146,1993
712625,99999,146,1993
485680,99999,146,1984
561730,99999,146,1988
474090,99999,146,1988
270510,99999,146,1982
272250,99999,146,1983
723230,03856,146,1983
061590,99999,146,1990
024740,99999,146,1990
726400,14839,146,1990
724338,13802,146,1990
722436,12906,146,1990
033730,99999,146,1989
685880,99999,146,1989
725370,94847,146,1989
725335,99999,146,1989
117230,99999,146,1987
960090,99999,146,1996
803980,99999,146,1996
837460,99999,146,1996
723013,13748,146,1996
717280,99999,146,1999
717250,99999,146,1999
941200,99999,146,1999
109350,99999,146,1999
010780,99999,146,1981
745700,13840,146,1981
484780,99999,146,1995
064080,99999,146,1995
717310,99999,146,1995
726390,94849,146,1995
712643,99999,146,1995
014480,99999,146,1985
071190,99999,146,1985
073350,99999,146,1985
722359,13978,146,1991
336310,99999,146,1991
725205,14762,146,1991
476710,99999,146,1997
266210,99999,146,1997
723085,13750,146,1993
725197,94794,146,1993
724297,93812,146,1992
743920,14611,146,1984
716100,99999,146,1984
745940,13705,146,1984
561720,99999,146,1994
477880,99999,146,1994
335260,99999,146,1988
478830,99999,146,1988
030600,99999,146,1982
022060,99999,146,1982
726360,14840,146,1982
823980,99999,146,1983
117820,99999,146,1990
703400,25506,146,1989
114060,99999,146,1986
029650,99999,146,1986
121350,99999,146,1987
140150,99999,146,1996
478530,99999,146,1996
010230,99999,146,1996
474790,99999,146,1996
915570,99999,146,1998
583620,99999,146,1998
072600,99999,146,1998
985430,99999,146,1999
014420,99999,146,1999
742006,99999,146,1999
010230,99999,146,1981
265440,99999,146,1981
822440,99999,146,1995
476370,99999,146,1995
061180,99999,146,1995
724088,13707,146,1995
722056,12834,146,1985
964910,99999,146,1991
489000,99999,146,1991
123000,99999,146,1991
125800,99999,146,1997
723096,93727,146,1997
915920,99999,146,1993
726227,94790,146,1993
837800,99999,146,1992
724460,03947,146,1992
121000,99999,146,1984
723181,13877,146,1984
619960,99999,146,1994
014420,99999,146,1994
718190,99999,146,1994
725240,14820,146,1994
561440,99999,146,1983
071500,99999,146,1990
477210,99999,146,1989
373950,99999,146,1989
582380,99999,146,1986
961790,99999,146,1986
718840,99999,146,1986
702700,99999,146,1987
961090,99999,146,1996
976300,99999,146,1996
030350,99999,146,1996
488450,99999,146,1996
723100,13883,146,1996
266290,99999,146,1998
080450,99999,146,1998
128300,99999,146,1998
475570,99999,146,1998
722029,99999,146,1999
786370,99999,146,1999
478130,99999,146,1999
743700,99999,146,1999
560290,99999,146,1981
031430,99999,146,1981
477860,99999,146,1981
917620,99999,146,1995
080150,99999,146,1995
726880,24155,146,1995
014060,99999,146,1985
726958,24285,146,1985
036110,99999,146,1985
108150,99999,146,1991
025840,99999,146,1991
723040,93729,146,1991
724286,93824,146,1997
150830,99999,146,1997
025660,99999,146,1997
114570,99999,146,1997
724273,03804,146,1997
477350,99999,146,1992
121350,99999,146,1984
726170,14742,146,1984
433710,99999,146,1994
722210,99999,146,1994
725097,14790,146,1988
575980,99999,146,1988
479185,99999,146,1982
722400,03937,146,1982
108180,99999,146,1983
108180,99999,146,1990
569660,99999,146,1990
724089,13781,146,1990
725207,99999,146,1990
723066,13713,146,1990
987480,99999,146,1989
067860,99999,146,1989
942870,99999,146,1989
076100,99999,146,1986
477350,99999,146,1987
121310,99999,146,1987
746710,13806,146,1987
835760,99999,146,1996
724297,93812,146,1996
726050,14745,146,1996
595010,99999,146,1998
800010,99999,146,1999
118410,99999,146,1999
109630,99999,146,1981
264060,99999,146,1995
584370,99999,146,1985
727920,24227,146,1985
485680,99999,146,1997
726917,24284,146,1993
014270,99999,146,1993
116030,99999,146,1993
804750,99999,146,1992
122050,99999,146,1992
024580,99999,146,1992
485640,99999,146,1984
010280,99999,146,1984
746715,03816,146,1984
724088,13707,146,1984
567860,99999,146,1994
703410,25507,146,1994
727938,99999,146,1994
656600,99999,146,1988
716040,99999,146,1982
726387,14850,146,1982
722140,93805,146,1982
723066,13713,146,1982
724086,14793,146,1983
561820,99999,146,1990
073350,99999,146,1990
725350,14848,146,1990
723260,13891,146,1990
072920,99999,146,1989
037930,99999,146,1986
561730,99999,146,1986
725025,94741,146,1986
573780,99999,146,1987
471890,99999,146,1987
722210,13858,146,1987
166410,99999,146,1996
163620,99999,146,1996
915200,99999,146,1998
476360,99999,145,1981
970720,99999,145,1995
724040,13721,145,1995
717390,99999,145,1985
033790,99999,145,1991
122500,99999,145,1997
619740,99999,145,1997
116360,99999,145,1997
724050,13743,145,1997
022260,99999,145,1993
124970,99999,145,1993
716090,99999,145,1992
747750,13846,145,1992
433710,99999,145,1984
111720,99999,145,1994
724467,13930,145,1994
484560,99999,145,1988
073060,99999,145,1988
725260,14860,145,1988
716279,99999,145,1988
036260,99999,145,1982
477370,99999,145,1982
717060,99999,145,1982
858620,99999,145,1983
917530,99999,145,1983
123850,99999,145,1983
467460,99999,145,1983
724060,93721,145,1990
718960,99999,145,1989
477990,99999,145,1986
725060,99999,145,1987
010010,99999,145,1996
949950,99999,145,1996
985480,99999,145,1996
916970,99999,145,1996
560790,99999,145,1998
080800,99999,145,1998
112400,99999,145,1998
725755,24101,145,1998
717310,99999,145,1999
010280,99999,145,1999
478600,99999,145,1981
723075,13769,145,1981
268630,99999,145,1985
722410,12917,145,1985
725090,14739,145,1985
725335,99999,145,1985
104050,99999,145,1991
122000,99999,145,1997
123000,99999,145,1997
476370,99999,145,1997
726370,14826,145,1997
264225,99999,145,1997
434500,99999,145,1993
724373,93823,145,1992
766340,99999,145,1992
984260,41231,145,1992
022060,99999,145,1992
722223,13899,145,1992
787670,99999,145,1984
637200,99999,145,1984
010550,99999,145,1984
124000,99999,145,1984
029660,99999,145,1984
725350,14848,145,1984
370540,99999,145,1988
067340,99999,145,1988
114480,99999,145,1982
725060,99999,145,1982
574760,99999,145,1983
262580,99999,145,1983
710690,99999,145,1983
984270,99999,145,1990
983280,99999,145,1990
107060,99999,145,1989
040630,99999,145,1989
066160,99999,145,1986
070310,99999,145,1987
478440,99999,145,1996
724035,13773,145,1996
976820,99999,145,1998
722085,93831,145,1998
471850,43263,145,1999
260590,99999,145,1995
725127,04726,145,1995
812250,99999,145,1995
322150,99999,145,1985
572970,99999,145,1985
725360,94830,145,1985
061560,99999,145,1991
561370,99999,145,1991
961450,99999,145,1993
471050,99999,145,1993
723419,93992,145,1992
723403,13963,145,1992
726440,14925,145,1992
134520,99999,145,1984
727340,14847,145,1984
637170,99999,145,1994
476180,99999,145,1994
726145,94705,145,1988
919440,99999,145,1982
717375,99999,145,1982
268320,99999,145,1983
037450,99999,145,1983
125750,99999,145,1990
021080,99999,145,1990
082840,99999,145,1989
939970,99999,145,1989
723408,13814,145,1989
467540,99999,145,1986
026640,99999,145,1986
725375,14822,145,1986
262310,99999,145,1987
085210,99999,145,1987
726400,14839,145,1987
584370,99999,145,1996
011610,99999,145,1996
977800,99999,145,1998
584370,99999,145,1998
116240,99999,145,1998
471560,99999,145,1998
725180,14735,145,1981
586660,99999,145,1995
723265,03847,145,1985
111570,99999,145,1985
126950,99999,145,1985
119340,99999,145,1991
722287,13871,145,1991
718020,99999,145,1991
840710,99999,145,1997
723495,13987,145,1993
583380,99999,145,1993
036333,99999,145,1993
723495,13987,145,1992
022590,99999,145,1992
726410,14837,145,1992
080020,99999,145,1992
724550,13947,145,1992
475980,99999,145,1984
029290,99999,145,1982
945780,99999,145,1982
945780,99999,145,1990
013470,99999,145,1990
034620,99999,145,1989
325640,99999,145,1989
727125,14623,145,1989
718060,99999,145,1986
726050,14745,145,1986
724170,13729,145,1987
725090,14739,145,1987
702730,26451,145,1987
038560,99999,145,1987
949950,99999,145,1987
012820,99999,145,1996
485170,99999,145,1996
725040,94702,145,1996
986530,99999,145,1998
061430,99999,145,1998
038100,99999,145,1998
783880,99999,145,1999
073150,99999,145,1981
717140,99999,145,1981
723183,13877,145,1995
326180,99999,145,1995
130150,99999,145,1995
703400,25506,145,1985
725180,14735,145,1985
064310,99999,145,1985
072000,99999,145,1991
029050,99999,145,1991
474760,99999,145,1991
724088,13707,145,1991
114230,99999,145,1997
476100,99999,145,1997
722317,13970,145,1993
915550,99999,145,1992
949950,99999,145,1984
262580,99999,145,1984
029810,99999,145,1984
574940,99999,145,1994
475850,99999,145,1994
948290,99999,145,1994
170600,99999,145,1988
723066,13713,145,1988
028970,99999,145,1982
724089,13781,145,1982
724338,13802,145,1982
476600,99999,145,1983
723181,13877,145,1983
592870,99999,145,1989
014480,99999,145,1989
070610,99999,145,1986
029450,99999,145,1986
010520,99999,145,1986
561440,99999,145,1987
072300,99999,145,1987
070290,99999,145,1987
727846,24160,145,1998
010230,99999,145,1998
717180,99999,145,1998
722269,03850,145,1998
917790,99999,145,1999
966550,99999,145,1999
685880,99999,145,1999
116590,99999,145,1999
723066,13713,145,1999
726060,14764,145,1981
725170,14737,145,1981
034530,99999,145,1995
111300,99999,145,1995
114570,99999,145,1995
321280,99999,145,1995
477420,99999,145,1995
725350,14848,145,1995
037661,99999,145,1985
038560,99999,145,1985
726390,94849,145,1991
038550,99999,145,1991
948290,99999,145,1991
915550,99999,145,1997
724220,93820,145,1997
722436,12906,145,1993
575840,99999,145,1992
569850,99999,145,1992
723193,93807,145,1992
724370,93823,145,1984
725287,04724,145,1984
122700,99999,145,1994
121250,99999,145,1994
121310,99999,145,1988
725060,99999,145,1988
479420,99999,145,1982
724297,93812,145,1982
583450,99999,145,1983
123600,99999,145,1983
725095,94746,145,1983
718910,99999,145,1990
108450,99999,145,1990
010490,99999,145,1989
561820,99999,145,1989
116360,99999,145,1987
131310,99999,145,1987
126000,99999,145,1987
569690,99999,145,1987
022260,99999,145,1987
724380,93819,145,1987
030270,99999,145,1981
722410,12917,145,1995
478540,99999,145,1995
569660,99999,145,1985
916970,99999,145,1985
812000,99999,145,1991
722268,93843,145,1991
832480,99999,145,1997
949960,99999,145,1997
076020,99999,145,1997
264220,99999,145,1993
711880,99999,145,1993
485680,99999,145,1993
725205,14762,145,1993
724037,93728,145,1993
060340,99999,145,1992
722287,13871,145,1992
711820,99999,145,1992
566710,99999,145,1992
725300,94846,145,1992
724080,13739,145,1984
846860,99999,145,1994
726986,99999,145,1994
726055,99999,145,1994
718210,99999,145,1988
986370,99999,145,1988
025700,99999,145,1988
890560,99999,145,1988
718180,99999,145,1988
725377,14804,145,1988
484560,99999,145,1983
723066,13713,145,1983
725040,94702,145,1990
746941,13786,145,1989
122000,99999,145,1989
722405,13976,145,1989
637170,99999,145,1987
467640,99999,145,1996
476550,99999,145,1996
717110,99999,145,1996
321500,99999,145,1996
152470,99999,145,1996
725150,04725,145,1998
619960,99999,145,1999
829170,99999,145,1999
723080,13737,145,1999
070170,99999,145,1999
038810,99999,145,1999
336580,99999,145,1981
717000,99999,145,1985
121000,99999,145,1985
026660,99999,145,1991
722068,99999,145,1991
080110,99999,145,1997
022860,99999,145,1993
723345,93839,145,1993
723100,13883,145,1993
467700,99999,145,1992
024100,99999,145,1992
722110,12842,145,1992
812250,99999,145,1992
561730,99999,145,1984
478580,99999,145,1984
488300,99999,145,1994
128050,99999,145,1994
725130,14777,145,1994
022220,99999,145,1982
726880,24155,145,1983
723011,13748,145,1983
725030,14732,145,1983
725246,14891,145,1990
719500,99999,145,1990
467540,99999,145,1990
072170,99999,145,1990
915200,99999,145,1990
724010,13740,145,1986
722029,99999,145,1986
787050,99999,145,1987
022060,99999,145,1987
014880,99999,145,1996
128600,99999,145,1998
266950,99999,145,1998
014880,99999,145,1998
070020,99999,145,1999
474200,99999,145,1999
725287,04724,145,1999
560790,99999,145,1999
561160,99999,145,1999
035980,99999,145,1981
717094,99999,145,1981
725125,04787,145,1981
033735,99999,145,1995
837550,99999,145,1995
724320,93817,145,1985
474760,99999,145,1985
025500,99999,145,1997
321500,99999,145,1997
722340,13865,145,1997
857430,99999,145,1993
031520,99999,145,1993
703620,25335,145,1992
722225,03855,145,1992
476060,99999,145,1992
162420,99999,145,1984
330270,99999,145,1994
025180,99999,145,1994
117820,99999,145,1994
948660,99999,145,1994
724400,13995,145,1994
072950,99999,145,1988
747950,12867,145,1988
723306,13825,145,1982
561370,99999,145,1990
130150,99999,145,1989
467610,99999,145,1989
916800,99999,145,1989
115200,99999,145,1989
722315,53917,145,1986
026060,99999,145,1987
981350,99999,145,1999
073000,99999,145,1999
032660,99999,145,1995
263140,99999,145,1995
766870,99999,145,1995
116930,99999,145,1995
582080,99999,145,1985
115200,99999,145,1985
474230,99999,145,1991
722487,13935,145,1991
594930,99999,145,1991
915410,99999,145,1997
140140,99999,145,1997
837800,99999,145,1997
722146,12816,145,1997
726350,94860,145,1993
010520,99999,145,1993
948320,99999,145,1993
038760,99999,145,1992
121950,99999,145,1992
117740,99999,145,1992
724400,13995,145,1984
592180,99999,145,1994
011210,99999,145,1988
061000,99999,145,1988
261670,99999,145,1982
725970,24225,145,1982
566710,99999,145,1983
325940,99999,145,1983
072880,99999,145,1983
029350,99999,145,1990
114380,99999,145,1989
040530,99999,145,1989
583210,99999,145,1989
029130,99999,145,1989
471850,43263,145,1989
727928,99999,145,1986
474760,99999,145,1986
125800,99999,145,1987
725290,14768,145,1987
039270,99999,145,1996
985430,99999,145,1996
476960,43323,145,1996
160590,99999,145,1996
727033,99999,145,1998
128250,99999,145,1999
557730,99999,145,1999
725070,14765,145,1981
966330,99999,145,1995
836490,99999,145,1995
725350,14848,145,1985
725030,14732,145,1985
010280,99999,145,1991
725260,14860,145,1991
803980,99999,145,1997
116430,99999,145,1997
321280,99999,145,1997
787080,99999,145,1993
061080,99999,145,1993
846860,99999,145,1993
117230,99999,145,1993
025860,99999,145,1992
726450,14898,145,1992
477590,99999,145,1984
485670,99999,145,1984
165200,99999,145,1984
061080,99999,145,1994
121950,99999,145,1994
152470,99999,145,1994
260630,99999,145,1994
565710,99999,145,1994
723150,03812,145,1988
025180,99999,145,1982
106180,99999,145,1983
744860,94789,145,1983
109460,99999,145,1990
573480,99999,145,1990
724010,13740,145,1990
103210,99999,145,1990
724235,13810,145,1990
561460,99999,145,1989
918470,99999,145,1986
023660,99999,145,1986
722045,12843,145,1986
722515,12926,145,1986
478830,99999,145,1986
722485,13944,145,1986
107240,99999,145,1987
743920,14611,145,1987
725035,04781,145,1996
029720,99999,145,1998
477440,99999,145,1998
726815,24106,145,1998
961630,99999,145,1999
150800,99999,145,1999
321500,99999,144,1995
037450,99999,144,1985
467540,99999,144,1985
723345,93839,144,1985
061430,99999,144,1991
725125,04787,144,1991
033870,99999,144,1991
958810,99999,144,1991
011100,99999,144,1997
116240,99999,144,1997
916970,99999,144,1997
488080,99999,144,1993
724030,93738,144,1993
722269,03850,144,1992
722615,22001,144,1992
064520,99999,144,1984
722146,12816,144,1984
725370,94847,144,1984
567510,99999,144,1988
727928,99999,144,1988
724370,93823,144,1982
583140,99999,144,1983
474890,99999,144,1983
727855,24114,144,1983
746716,93808,144,1983
725370,94847,144,1983
471460,99999,144,1990
726350,94860,144,1990
718220,99999,144,1989
727850,24157,144,1989
229540,99999,144,1986
619010,99999,144,1987
060240,99999,144,1987
489200,99999,144,1996
718020,99999,144,1996
485830,99999,144,1996
723270,13897,144,1998
722085,93831,144,1999
070610,99999,144,1999
122300,99999,144,1999
277310,99999,144,1981
122950,99999,144,1981
726227,94790,144,1995
152890,99999,144,1995
128390,99999,144,1995
717270,99999,144,1991
091700,99999,144,1991
598450,99999,144,1991
262150,99999,144,1991
725070,14765,144,1991
263140,99999,144,1997
812250,99999,144,1997
837680,99999,144,1993
852010,99999,144,1993
890540,99999,144,1993
010014,99999,144,1993
787200,99999,144,1992
476770,99999,144,1984
129820,99999,144,1984
109460,99999,144,1984
122000,99999,144,1994
725197,94794,144,1994
595010,99999,144,1994
717180,99999,144,1994
014420,99999,144,1988
070020,99999,144,1988
035623,99999,144,1982
725205,14762,144,1982
584730,99999,144,1983
271130,99999,144,1983
125600,99999,144,1983
719050,99999,144,1983
036095,99999,144,1990
071690,99999,144,1990
322150,99999,144,1990
722550,12912,144,1990
935160,99999,144,1990
071200,99999,144,1989
858960,99999,144,1987
712010,99999,144,1987
128250,99999,144,1996
725126,14736,144,1996
724075,13735,144,1996
725350,14848,144,1996
471840,99999,144,1998
560960,99999,144,1999
722045,12843,144,1999
716240,99999,144,1999
346010,99999,144,1981
783250,99999,144,1981
724088,13707,144,1981
703816,99999,144,1995
072010,99999,144,1985
485670,99999,144,1985
723085,13750,144,1985
938960,99999,144,1985
070030,99999,144,1985
264220,99999,144,1997
723340,13893,144,1997
723270,13897,144,1997
725366,14825,144,1993
037490,99999,144,1993
724070,93730,144,1993
723060,13722,144,1993
266290,99999,144,1992
723230,03856,144,1992
160900,99999,144,1984
723030,13714,144,1984
108750,99999,144,1988
636950,99999,144,1988
489000,99999,144,1988
073600,99999,144,1988
476380,99999,144,1988
121550,99999,144,1988
722280,13876,144,1988
916590,99999,144,1988
983280,99999,144,1982
094600,99999,144,1982
717000,99999,144,1982
722585,93901,144,1982
266660,99999,144,1983
727937,99999,144,1983
072950,99999,144,1983
123450,99999,144,1990
269510,99999,144,1990
474810,99999,144,1989
569690,99999,144,1989
126000,99999,144,1989
712650,99999,144,1989
266660,99999,144,1986
722310,12916,144,1986
034925,99999,144,1986
725260,14860,144,1987
477930,99999,144,1998
582650,99999,144,1999
029130,99999,144,1999
014920,99999,144,1999
723075,13769,144,1995
122350,99999,144,1995
569850,99999,144,1995
717050,99999,144,1985
092490,99999,144,1985
718170,99999,144,1985
026240,99999,144,1985
712070,99999,144,1985
572450,99999,144,1991
583140,99999,144,1991
727855,24114,144,1991
325940,99999,144,1997
478700,99999,144,1997
725470,94908,144,1993
108580,99999,144,1993
718900,99999,144,1993
723110,13873,144,1992
723270,13897,144,1992
583140,99999,144,1984
724086,14793,144,1994
066600,99999,144,1994
719050,99999,144,1994
062250,99999,144,1994
070290,99999,144,1988
264770,99999,144,1982
724220,93820,144,1982
071810,99999,144,1983
780620,99999,144,1983
591340,99999,144,1990
264770,99999,144,1990
124000,99999,144,1986
685880,99999,144,1986
722146,12816,144,1986
026200,99999,144,1996
144740,99999,144,1996
026040,99999,144,1998
964650,99999,144,1998
476560,99999,144,1998
471820,99999,144,1999
029660,99999,144,1981
724170,13729,144,1981
152000,99999,144,1995
725126,14736,144,1985
125200,99999,144,1985
725140,14778,144,1985
723150,03812,144,1985
104050,99999,144,1997
722235,13838,144,1997
964490,99999,144,1997
595010,99999,144,1993
726379,14845,144,1992
061420,99999,144,1992
725465,14950,144,1992
743920,14611,144,1992
022860,99999,144,1992
719500,99999,144,1992
723340,13893,144,1984
150040,99999,144,1994
036333,99999,144,1994
474900,99999,144,1988
170600,99999,144,1982
475950,99999,144,1983
067860,99999,144,1990
722317,13970,144,1990
475880,99999,144,1989
485670,99999,144,1989
716100,99999,144,1989
717480,99999,144,1986
013090,99999,144,1986
061790,99999,144,1986
717170,99999,144,1987
336310,99999,144,1987
474760,99999,144,1987
474230,99999,144,1996
949680,99999,144,1996
121050,99999,144,1996
725335,99999,144,1996
724010,13740,144,1996
062750,99999,144,1998
724273,03804,144,1998
014650,99999,144,1998
263130,99999,144,1999
787180,99999,144,1999
025200,99999,144,1981
725210,14895,144,1981
476100,99999,144,1995
722010,12836,144,1995
712625,99999,144,1995
787920,99999,144,1985
703210,99999,144,1985
479910,99999,144,1985
474880,99999,144,1985
569690,99999,144,1991
619800,99999,144,1997
724350,03816,144,1997
783970,99999,144,1993
722536,12911,144,1993
724350,03816,144,1993
722265,13821,144,1993
722485,13944,144,1993
587300,99999,144,1992
064080,99999,144,1992
724110,13741,144,1992
071270,99999,144,1984
572590,99999,144,1984
583450,99999,144,1984
370180,99999,144,1984
116790,99999,144,1984
703210,99999,144,1984
725460,14933,144,1984
125800,99999,144,1994
263140,99999,144,1994
744860,94789,144,1994
474250,99999,144,1994
076100,99999,144,1988
722340,13865,144,1988
725140,14778,144,1982
722269,03850,144,1982
107120,99999,144,1983
073060,99999,144,1990
483270,99999,144,1990
725025,94741,144,1990
030064,99999,144,1989
066810,99999,144,1989
478580,99999,144,1989
715380,99999,144,1987
716278,99999,144,1987
840710,99999,144,1996
124180,99999,144,1996
722140,93805,144,1996
122150,99999,144,1998
573480,99999,144,1998
489140,99999,144,1998
263130,99999,144,1998
477800,99999,144,1998
722050,12815,144,1999
587640,99999,144,1981
596730,99999,144,1995
264220,99999,144,1995
476100,99999,144,1991
723085,13750,144,1991
022220,99999,144,1991
812253,99999,144,1991
371710,99999,144,1997
583620,99999,144,1997
717090,99999,144,1997
474090,99999,144,1997
725970,24225,144,1997
011510,99999,144,1993
726360,14840,144,1992
725110,14751,144,1984
037450,99999,144,1984
477070,99999,144,1984
067860,99999,144,1988
703410,25507,144,1982
061910,99999,144,1983
260630,99999,144,1983
725156,14748,144,1983
723060,13722,144,1983
466950,99999,144,1989
830950,99999,144,1986
025620,99999,144,1986
066430,99999,144,1986
725020,14734,144,1986
716330,99999,144,1987
703400,25506,144,1987
125750,99999,144,1987
716100,99999,144,1987
275155,99999,144,1987
109530,99999,144,1987
722029,99999,144,1987
037430,99999,144,1996
475980,99999,144,1996
597580,99999,144,1998
724010,13740,144,1998
718110,99999,144,1999
477700,99999,144,1999
561370,99999,144,1999
726958,24285,144,1999
598490,99999,144,1981
262420,99999,144,1981
476180,99999,144,1981
725360,94830,144,1981
713130,99999,144,1995
028690,99999,144,1995
476960,43323,144,1995
823320,99999,144,1995
333930,99999,144,1985
033790,99999,144,1985
725205,14762,144,1985
569590,99999,144,1991
072170,99999,144,1991
030350,99999,144,1991
726986,99999,144,1991
037430,99999,144,1997
119340,99999,144,1993
949680,99999,144,1993
026510,99999,144,1992
124350,99999,144,1992
012240,99999,144,1992
722010,12836,144,1992
723320,93862,144,1992
161180,99999,144,1984
716230,99999,144,1994
477590,99999,144,1994
119340,99999,144,1988
124690,99999,144,1988
038140,99999,144,1988
061790,99999,144,1982
703400,25506,144,1982
724380,93819,144,1982
025880,99999,144,1983
107040,99999,144,1990
073540,34048,144,1990
726390,94849,144,1990
746930,93737,144,1990
071470,99999,144,1989
743700,99999,144,1989
724100,13733,144,1989
725366,14825,144,1989
165970,99999,144,1986
565710,99999,144,1987
478580,99999,144,1987
747770,03852,144,1996
722045,12843,144,1996
112310,99999,144,1998
029170,99999,144,1999
170380,99999,144,1981
722180,03820,144,1995
801100,99999,144,1985
822810,99999,144,1991
031520,99999,144,1991
725377,14804,144,1991
725350,14848,144,1997
025000,99999,144,1997
835760,99999,144,1992
565860,99999,144,1992
727935,24234,144,1992
573480,99999,144,1984
718310,99999,144,1984
104050,99999,144,1994
718110,99999,144,1994
478870,99999,144,1994
152470,99999,144,1988
333930,99999,144,1988
725240,14820,144,1988
718250,99999,144,1982
474230,99999,144,1990
074600,99999,144,1990
703816,99999,144,1990
064900,99999,144,1989
712650,99999,144,1987
072880,99999,144,1987
111010,99999,144,1987
717030,99999,144,1987
716330,99999,144,1996
966450,99999,144,1998
724040,13721,144,1998
479425,99999,144,1998
140150,99999,144,1999
036380,99999,144,1981
945780,99999,144,1981
170300,99999,144,1995
262470,99999,144,1985
114480,99999,144,1985
477210,99999,144,1985
104060,99999,144,1991
718960,99999,144,1991
562570,99999,144,1991
725180,14735,144,1991
124650,99999,144,1997
061430,99999,144,1993
722029,99999,144,1993
125750,99999,144,1992
837753,99999,144,1992
064810,99999,144,1984
875760,99999,144,1984
026060,99999,144,1984
727850,24157,144,1984
026410,99999,144,1994
485510,99999,144,1994
725975,24235,144,1994
479276,99999,144,1994
717300,99999,144,1988
722287,13871,144,1982
986460,99999,144,1983
471050,99999,144,1990
858620,99999,144,1990
724380,93819,144,1990
038800,99999,144,1990
071490,99999,144,1989
131310,99999,144,1989
722359,13978,144,1989
722015,12850,144,1989
433710,99999,144,1996
321650,99999,144,1999
717110,99999,144,1999
275950,99999,144,1999
071450,99999,144,1999
718454,99999,144,1999
024600,99999,144,1999
012620,99999,144,1999
034030,99999,144,1999
561460,99999,144,1981
589180,99999,144,1981
723265,03847,144,1981
725260,14860,144,1995
122500,99999,144,1995
125800,99999,144,1995
489200,99999,144,1995
724210,93814,144,1995
478980,99999,144,1995
033030,99999,144,1995
474120,99999,144,1985
561440,99999,144,1985
372600,99999,144,1985
072000,99999,144,1985
071030,99999,144,1985
272250,99999,144,1985
725306,14855,144,1985
717310,99999,144,1991
126000,99999,144,1991
723270,13897,144,1991
724037,93728,144,1991
